idx,code,input,name_1,name_2,date_1,date_2,time_1,time_2,worker,date
382,c21,"em quang tèo vừa bị bế đi cách ly ạ, xin dời hẹn bác sĩ Hàn Chính Đông sang sáng thứ 7, là tầm 21 ngày nữa ạ",quang tèo,Hàn Chính Đông,thứ 7,21 ngày nữa,,,,
383,c21,"tôi là nguyễn hữu huy, nghệ danh là ICD muốn đổi lịch bác sĩ ạ",nguyễn hữu huy,ICD,,,,,,
384,c21,mặc dù em rất thích bác sĩ tiến nhưng em muốn đổi lịch với bác Cao Kiên ạ,tiến,Cao Kiên,,,,,,
385,c21,"xin lỗi bác sĩ em lỡ xem cô minh thu nên trễ lịch hẹn, xin bác Ga cho em dời khám sang 3 ngày nữa ạ",minh thu,Ga,3 ngày nữa,,,,,
386,ca1,"em vừa dương tính vs covid nên bị bế đi cách ly rồi ạ, nhờ bác bùi văn ga hủy lịch giúp em",bùi văn ga,,,,,,minh,2/7
387,ca1,"hôm qua em chạy deadline nên mệt quá nên chắc sáng mai không khám kịp ạ, mong bác thông cảm hủy lịch giúp em. em là phạm minh chính ạ",phạm minh chính,,,,,,,
388,ca1,"hey bot, hủy lịch khám ngày 1/7/2021 cho bệnh nhân tạ cường ",tạ cường,,1/7/2021,,,,,
389,ca1,bot hủy giúp lịch khám cho hán vũ cái,hán vũ,,,,,,,
390,ca1,hàn tín xin bot hãy hủy lịch thứ 5 gấp,hàn tín,,thứ 5,,,,,
391,ca1,"7 giờ tối mai có hẹn với đối tác bên ông cao thắng rồi, bot hủy lịch khám bệnh.",ông cao thắng,,mai,,7 giờ tối,,,
392,ca1,"cô em mai có meeting gấp, bot hủy lịch khám của trần thị thảo nhi nha",trần thị thảo nhi,,mai,,,,,
393,ca1,"sếp em nguyễn hoàng vũ kêu em intern mãi nên em buồn quá, bot cancel mọi meeting ngày mai nha, kể cả lịch khám bệnh lun",nguyễn hoàng vũ,,ngày mai,,,,,
394,ca1,"mai đi đấm bùi đức thái tân rồi, cancel lịch khám cũ nha bot",bùi đức thái tân,,mai,,,,,
395,ca1,"hey bot,reject cái confim đặt lịch với bs cao tiến, mai t k mún đi đâu hết",cao tiến,,mai,,,,,
396,ca2,hủy hẹn khám của Phạm Nam Trung lúc 8h30 thứ 3 tuần sau,Phạm Nam Trung,,thứ 3 tuần sau,,8h30,,minh,2/7
397,ca2,can xồ lịch khám vs bs Hàn Xuyên vì lý do cá nhân,Hàn Xuyên,,,,,,,
398,ca2,"bs Cao Xuân Nam nãy gọi báo mai bác bận rồi, bot hủy lịch đã đặt nhé",Cao Xuân Nam,,,,,,,
399,ca2,"vợ em Lưu Thị Phương Anh tới tháng nên không đi khám được ạ, bs hủy lịch giúp em . hẹn bác sĩ dịp khác ạ",Lưu Thị Phương Anh,,,,,,,
400,ca2,9 giờ kém 15 hủy lịch khám của Đặng Triệu Huy nha bot,Đặng Triệu Huy,,,,9 giờ kém 15,,,
401,ca2,Cao Xuân Hợp muốn xóa lịch khám thì làm sao,Cao Xuân Hợp,,,,,,,
402,ca2,giờ muốn hủy lịch hồi đặt cho Cao Bá Quát thì làm sao bot,Cao Bá Quát,,,,,,,
403,ca2,cancel lịch hẹn của Bùi Trung vào sáng nay,Bùi Trung,,sáng nay,,,,,
404,ca2,Làm ơn bỏ lịch khám vs Trương Tuấn Tú vào 9 giờ sáng mai,Trương Tuấn Tú,,sáng mai,,9 giờ sáng,,,
405,ca2,"4 giờ chiều thứ 3 tôi đi cách ly gấp, bot nhắn cho bác sĩ Phan Xuân Cung rồi bỏ dùng lịch đã đặt nha",Phan Xuân Cung,,thứ 3,,4 giờ chiều,,,
